File_ID,Tumor,Num_FP,FP_ID,Centroid,R_Pixel,R_MM
FELIX1033_ARTERIAL,liver_tumor,8,3,"(126.22093023255815, 270.28197674418607, 469.4651162790698)",9.041436730455771,4.991354792708248
FELIX1033_ARTERIAL,liver_tumor,8,4,"(131.3234624145786, 170.93166287015944, 453.60136674259684)",10.794082149750157,5.958908443119312
FELIX1033_ARTERIAL,liver_tumor,8,5,"(139.52336448598132, 268.0934579439252, 513.6728971962617)",9.15107555408887,5.051881264785917
FELIX1033_ARTERIAL,liver_tumor,8,6,"(154.0363436123348, 260.3248898678414, 539.1343612334801)",15.74308769976808,8.691023184133096
FELIX1033_ARTERIAL,liver_tumor,8,7,"(205.85639686684073, 180.30026109660574, 536.7258485639687)",12.429199335053225,6.861580246596133
FELIX1033_ARTERIAL,liver_tumor,8,8,"(207.4406779661017, 171.03389830508473, 519.7118644067797)",10.046897377720134,5.54642263980134
FELIX1033_VENOUS,liver_tumor,1,1,"(196.6687898089172, 142.88535031847132, 292.8343949044586)",4.826631015183052,2.6164916628070705
FELIX1035_ARTERIAL,liver_tumor,3,1,"(134.9277456647399, 293.29479768786126, 581.1329479768787)",6.281107814306899,3.927368266193066
FELIX1035_ARTERIAL,liver_tumor,3,2,"(164.0, 224.19230769230768, 595.2115384615385)",6.678957173048376,4.17613026685281
FELIX1035_ARTERIAL,liver_tumor,3,3,"(288.02542372881356, 225.8050847457627, 741.457627118644)",7.974227733204742,4.986019962187321
FELIX1035_VENOUS,liver_tumor,2,1,"(326.04347826086956, 236.17391304347825, 395.8858695652174)",6.411507500999382,4.038709002962817
FELIX1035_VENOUS,liver_tumor,2,2,"(333.9310344827586, 187.60344827586206, 386.5344827586207)",5.497605134632529,3.463027587273994
FELIX1036_VENOUS,hepatic_vessel_tumor,2,1,"(283.1666666666667, 177.83333333333334, 407.5)",3.578800915758598,2.275053479802844
FELIX1036_VENOUS,hepatic_vessel_tumor,2,2,"(287.54545454545456, 175.22727272727272, 404.5)",3.744938504039213,2.3806675967210373
FELIX1036_VENOUS,liver_tumor,1,1,"(284.19415292353824, 178.34895052473763, 417.8174662668666)",12.409077308414204,7.888484209149157
FELIX1037_ARTERIAL,liver_tumor,7,1,"(143.65173333333334, 216.3408, 545.0992)",11.032602537585996,7.867057531028653
FELIX1037_ARTERIAL,liver_tumor,7,2,"(151.00218818380745, 246.27133479212253, 657.1969365426696)",8.682796324058291,6.1914727716201154
FELIX1037_ARTERIAL,liver_tumor,7,3,"(156.34831460674158, 247.51966292134833, 688.626404494382)",9.145370393287092,6.521322125169043
FELIX1037_ARTERIAL,liver_tumor,7,4,"(209.95569620253164, 212.0506329113924, 740.0126582278481)",7.678031824807701,5.4750017400742665
FELIX1037_ARTERIAL,liver_tumor,7,5,"(233.02803738317758, 195.6355140186916, 774.0841121495328)",7.718316044962856,5.5037273536793565
FELIX1037_ARTERIAL,liver_tumor,7,6,"(255.16132368148914, 213.73526370217166, 814.358841778697)",16.9246249375834,12.06850311351688
FELIX1037_ARTERIAL,liver_tumor,7,7,"(304.80808080808083, 158.38888888888889, 796.469696969697)",10.429478845748973,7.436985953099185
FELIX1037_VENOUS,colon_tumor,1,1,"(128.39530988274706, 191.96482412060303, 222.55778894472363)",7.533595977355953,5.256386851711022
FELIX1037_VENOUS,hepatic_vessel_tumor,1,1,"(246.61904761904762, 228.45634920634922, 425.4484126984127)",4.936820184470645,3.444548497810554
FELIX1037_VENOUS,liver_tumor,2,1,"(117.43837398373984, 237.9369105691057, 200.85756097560974)",13.01045810332386,9.077736729525364
FELIX1037_VENOUS,liver_tumor,2,2,"(244.52298850574712, 229.68103448275863, 422.6551724137931)",7.928918643143567,5.532213809896091
FELIX1038_VENOUS,colon_tumor,3,1,"(422.390350877193, 258.5657894736842, 211.8684210526316)",3.789792330580819,2.143511992768693
FELIX1038_VENOUS,colon_tumor,3,2,"(423.5, 275.07142857142856, 214.42857142857142)",2.9902658734369907,1.6912986787053848
FELIX1038_VENOUS,colon_tumor,3,3,"(426.5, 271.16129032258067, 218.74193548387098)",4.1984697474723625,2.3746605275345805
FELIX1038_VENOUS,liver_tumor,2,1,"(271.4863387978142, 156.23497267759564, 241.24590163934425)",5.079581253279978,2.873018462460173
FELIX1038_VENOUS,liver_tumor,2,2,"(375.36459802538786, 157.08110014104372, 320.38434414668546)",12.664254339081172,7.162920468292017
FELIX1038_VENOUS,pancreas_tumor,1,1,"(413.45676891202186, 273.7774015867401, 215.5393400373945)",16.779476725707998,9.490496168803528
FELIX1040_VENOUS,pancreas_tumor,1,1,"(381.1716833890747, 270.3344481605351, 242.05351170568562)",8.628627010468024,4.859213799764501
FELIX1041_VENOUS,hepatic_vessel_tumor,10,1,"(122.5, 275.5, 309.5)",3.36778060192126,2.12141775313572
FELIX1041_VENOUS,hepatic_vessel_tumor,10,2,"(124.5, 256.5, 306.5)",3.578800915758598,2.254342754185794
FELIX1041_VENOUS,hepatic_vessel_tumor,10,3,"(129.5, 264.5, 289.0)",3.502632974822208,2.2063633751163647
FELIX1041_VENOUS,hepatic_vessel_tumor,10,4,"(131.5, 249.5, 319.5)",4.570781497340832,2.879206860634392
FELIX1041_VENOUS,hepatic_vessel_tumor,10,5,"(131.5, 269.82, 287.6)",6.403754763690467,4.0338254322951945
FELIX1041_VENOUS,hepatic_vessel_tumor,10,6,"(133.5, 247.5, 318.0)",4.429325446774908,2.790101478654396
FELIX1041_VENOUS,hepatic_vessel_tumor,10,7,"(135.5, 243.5, 317.0)",4.058415182579961,2.556459293402027
FELIX1041_VENOUS,hepatic_vessel_tumor,10,8,"(146.8111111111111, 271.1, 321.6222222222222)",8.638235734454582,5.4413599960725065
FELIX1041_VENOUS,hepatic_vessel_tumor,10,9,"(148.5, 235.5, 309.5)",3.126370567187088,1.969349790876534
FELIX1041_VENOUS,hepatic_vessel_tumor,10,10,"(152.5, 228.5, 281.5)",3.1901915940108525,2.009551655347767
FELIX1041_VENOUS,liver_tumor,3,1,"(154.17979618517649, 254.04785290469647, 304.1371559786799)",34.960434192034164,22.022125108151084
FELIX1041_VENOUS,liver_tumor,3,2,"(161.44628099173553, 243.6487603305785, 428.10743801652893)",7.024671217612212,4.424950432484405
FELIX1041_VENOUS,liver_tumor,3,3,"(214.83393501805054, 171.76714801444044, 288.02707581227435)",9.25814834473608,5.831852659428795
FELIX1041_VENOUS,pancreas_tumor,1,1,"(393.1989063568011, 268.49965823650035, 324.6336295283664)",10.156848873479138,6.397958199481002
FELIX1042_VENOUS,liver_tumor,2,1,"(198.53765690376568, 204.6705020920502, 437.4884937238494)",8.813806517662641,5.874501529913399
FELIX1042_VENOUS,liver_tumor,2,2,"(197.52991452991452, 277.5726495726496, 399.97435897435895)",7.951637731910657,5.299856302474623
FELIX1043_ARTERIAL,liver_tumor,3,1,"(141.2826086956522, 207.58695652173913, 336.9130434782609)",4.0389966310339975,2.719298267131736
FELIX1043_ARTERIAL,liver_tumor,3,2,"(174.54545454545453, 179.85757575757575, 219.43636363636364)",7.789786000576164,5.24455787111438
FELIX1043_ARTERIAL,liver_tumor,3,3,"(216.5632911392405, 216.10759493670886, 345.0)",8.789152384635123,5.91739212294824
FELIX1043_ARTERIAL,pancreas_tumor,1,1,"(378.88776119402985, 303.10388059701495, 264.0214925373134)",10.625494535114647,7.1537293828735
FELIX1043_VENOUS,liver_tumor,2,1,"(140.03846153846155, 205.7051282051282, 342.15384615384613)",4.816361556465301,3.242667630307751
FELIX1043_VENOUS,liver_tumor,2,2,"(232.85830212234706, 149.7016229712859, 236.4681647940075)",13.1899065200204,8.880247551565525
FELIX1043_VENOUS,pancreas_tumor,1,1,"(380.8666666666667, 304.74444444444447, 274.51666666666665)",8.019027705431855,5.398897334034114
FELIX1044_ARTERIAL,liver_tumor,3,1,"(83.70792079207921, 289.8019801980198, 116.2128712871287)",5.249621660058829,2.9563259581337338
FELIX1044_ARTERIAL,liver_tumor,3,2,"(150.96417445482865, 189.14953271028037, 170.0)",9.724468854790048,5.476337451746316
FELIX1044_ARTERIAL,liver_tumor,3,3,"(167.44477611940297, 174.73731343283583, 250.88597014925372)",15.324614927572815,8.63006133441615
FELIX1044_ARTERIAL,pancreas_tumor,1,1,"(401.76576576576576, 269.7072072072072, 245.34864864864866)",11.67155013699823,6.57283683968961
FELIX1044_VENOUS,liver_tumor,4,1,"(96.81005586592178, 297.92737430167597, 118.34078212290503)",5.04229857912325,2.870420428977565
FELIX1044_VENOUS,liver_tumor,4,2,"(102.77884615384616, 311.0480769230769, 126.11538461538461)",6.678957173048376,3.802118183393616
FELIX1044_VENOUS,liver_tumor,4,3,"(121.0709219858156, 272.93617021276594, 230.06382978723406)",6.71621109115379,3.823325655722204
FELIX1044_VENOUS,liver_tumor,4,4,"(181.21134020618555, 189.3556701030928, 336.47938144329896)",8.2217598803337,4.680386762570795
FELIX1044_VENOUS,pancreas_tumor,1,1,"(389.93862987630826, 277.1232159847764, 252.76355851569934)",11.460980819116198,6.524372359764423
FELIX1045_ARTERIAL,liver_tumor,1,1,"(152.6335403726708, 236.32298136645963, 377.09627329192546)",6.132386313620396,4.346056463972378
FELIX1045_VENOUS,liver_tumor,1,1,"(204.17021276595744, 134.8404255319149, 423.4468085106383)",4.068055159847722,2.883053434514399
FELIX1046_ARTERIAL,liver_tumor,4,1,"(91.03081232492997, 286.3669467787115, 295.85714285714283)",6.346977428359681,3.667147636147905
FELIX1046_ARTERIAL,liver_tumor,4,2,"(152.06666666666666, 316.12280701754383, 388.2526315789474)",7.418267680870391,4.28611620212534
FELIX1046_ARTERIAL,liver_tumor,4,3,"(182.16774193548386, 264.43225806451613, 409.23870967741937)",6.931520831419367,4.004884296306499
FELIX1046_ARTERIAL,liver_tumor,4,4,"(285.47969543147207, 170.8197969543147, 421.96446700507613)",10.411891158337468,6.015767738281416
FELIX1046_VENOUS,liver_tumor,2,1,"(136.1875, 202.03125, 305.3125)",5.161524082968597,3.069116504188763
FELIX1046_VENOUS,liver_tumor,2,2,"(164.57509881422925, 160.62252964426878, 321.2312252964427)",8.98264809329615,5.341211834198985
FELIX1047_ARTERIAL,liver_tumor,1,1,"(133.0037037037037, 305.74444444444447, 222.57777777777778)",7.2857701890158415,4.7069984918916585
FELIX1047_VENOUS,kidney_tumor,4,1,"(367.66252369917845, 330.4204760901622, 208.04465978512744)",15.03663389008545,9.71447234919165
FELIX1047_VENOUS,kidney_tumor,4,2,"(371.0, 351.5, 248.625)",5.161524082968597,3.3346215216921986
FELIX1047_VENOUS,kidney_tumor,4,3,"(378.5, 317.4166666666667, 220.75)",4.936820184470645,3.1894507457944603
FELIX1047_VENOUS,kidney_tumor,4,4,"(382.5, 337.5, 243.0)",2.9542350655280893,1.908594374702962
FELIX1047_VENOUS,liver_tumor,1,1,"(235.05143338954468, 158.44097807757166, 288.6424957841484)",11.932069565858995,7.70875720679728
FELIX1047_VENOUS,pancreas_tumor,1,1,"(257.30392156862746, 240.80718954248366, 292.921568627451)",7.596170238469401,4.907533579707592
FELIX1048_ARTERIAL,liver_tumor,3,1,"(111.35185185185185, 255.57407407407408, 246.44444444444446)",4.260744253844965,2.738008018282203
FELIX1048_ARTERIAL,liver_tumor,3,2,"(111.31818181818181, 151.86363636363637, 233.5909090909091)",6.317206927705878,4.059516880319177
FELIX1048_ARTERIAL,liver_tumor,3,3,"(238.7941176470588, 182.38235294117646, 427.5882352941176)",6.635865927138142,4.264291174095663
FELIX1048_ARTERIAL,pancreas_tumor,1,1,"(238.706106870229, 219.76717557251908, 278.31297709923666)",9.087923083466553,5.840014042055843
FELIX1048_VENOUS,kidney_tumor,13,1,"(313.4119450576404, 264.84805003679173, 132.65691685062546)",22.68877853889516,15.275466112077074
FELIX1048_VENOUS,kidney_tumor,13,2,"(316.4653932825411, 323.00321922953106, 235.2123618413993)",23.72160031843669,15.970824571597309
FELIX1048_VENOUS,kidney_tumor,13,3,"(298.0, 301.0, 212.25)",3.578800915758598,2.4094665130088115
FELIX1048_VENOUS,kidney_tumor,13,4,"(297.5, 311.5, 211.5)",3.059831741945869,2.0600648907840213
FELIX1048_VENOUS,kidney_tumor,13,5,"(305.5, 289.5, 162.0)",3.2515564208357337,2.18914560926388
FELIX1048_VENOUS,kidney_tumor,13,6,"(313.5, 282.5, 153.0)",2.9542350655280893,1.9889707836507289
FELIX1048_VENOUS,kidney_tumor,13,7,"(318.25, 278.0, 120.0)",3.855146420814098,2.595519120048172
FELIX1048_VENOUS,kidney_tumor,13,8,"(317.5, 284.5, 102.0)",3.158603463852939,2.1265640233061376
FELIX1048_VENOUS,kidney_tumor,13,9,"(320.0, 286.5, 102.0)",3.7221029453964,2.5059461579474545
FELIX1048_VENOUS,kidney_tumor,13,10,"(322.5, 278.5, 153.0)",3.339478586524188,2.248340160445735
FELIX1048_VENOUS,kidney_tumor,13,11,"(330.5, 313.5, 198.0)",3.422999934344502,2.304571813290205
FELIX1048_VENOUS,kidney_tumor,13,12,"(352.0190476190476, 313.9214285714286, 211.87142857142857)",21.27211332774632,14.321680901120702
FELIX1048_VENOUS,kidney_tumor,13,13,"(351.5, 322.5, 204.0)",3.65185775413814,2.4586528214303542
FELIX1048_VENOUS,liver_tumor,2,1,"(182.72981614708235, 247.69544364508394, 275.32374100719426)",9.6404354645942,6.490527684979807
FELIX1048_VENOUS,liver_tumor,2,2,"(172.5593220338983, 260.72033898305085, 257.6949152542373)",6.966129569086082,4.690022249654973
FELIX1049_ARTERIAL,liver_tumor,2,1,"(167.0275590551181, 291.5314960629921, 712.996062992126)",5.666159392791046,4.150840543250792
FELIX1049_ARTERIAL,liver_tumor,2,2,"(250.71729957805908, 215.49789029535864, 779.2911392405064)",6.975954870639303,5.110353291821927
FELIX1049_VENOUS,colon_tumor,1,1,"(137.74483897605285, 229.21924029727498, 486.56275805119736)",8.330962440697405,6.102986920407236
FELIX1050_ARTERIAL,liver_tumor,1,1,"(136.85842696629214, 267.6550561797753, 392.02921348314607)",8.606123037545014,5.5600172813343125
FELIX1050_VENOUS,kidney_tumor,3,1,"(365.3339275103981, 284.6865715983363, 596.5454545454545)",13.408563478116918,9.29629295008224
FELIX1050_VENOUS,kidney_tumor,3,2,"(390.1809157861031, 343.51649055395455, 643.7723342939481)",18.86145947282847,13.076841006247893
FELIX1050_VENOUS,kidney_tumor,3,3,"(382.5, 358.5, 649.5)",3.059831741945869,2.121412356924908
FELIX1051_VENOUS,liver_tumor,1,1,"(232.14213197969542, 158.98223350253807, 242.03299492385787)",6.559080419801845,3.8687340781171895
FELIX1052_VENOUS,liver_tumor,1,1,"(173.0185185185185, 165.3148148148148, 351.3333333333333)",5.368201373637897,3.5658483634367606
FELIX1053_ARTERIAL,liver_tumor,4,1,"(126.71428571428571, 249.77777777777777, 295.7142857142857)",3.5600633948688643,2.507438395427931
FELIX1053_ARTERIAL,liver_tumor,4,2,"(138.45369406867846, 262.8896982310094, 376.84183142559834)",11.124026366810943,7.834919699490876
FELIX1053_ARTERIAL,liver_tumor,4,3,"(152.66666666666666, 265.14666666666665, 407.44)",5.441747517896713,3.8327538448515392
FELIX1053_ARTERIAL,liver_tumor,4,4,"(238.2608695652174, 232.8608695652174, 466.6695652173913)",6.90658708777635,4.864475635523087
FELIX1053_ARTERIAL,pancreas_tumor,2,1,"(338.93087557603684, 289.6620583717358, 345.15668202764977)",7.754215705915696,5.461480886960303
FELIX1053_ARTERIAL,pancreas_tumor,2,2,"(332.6515151515151, 303.09090909090907, 356.1818181818182)",5.214739422874486,3.6728665758910792
FELIX1053_VENOUS,pancreas_tumor,2,1,"(342.24242424242425, 300.44242424242424, 739.4931818181818)",12.365514491921756,8.709329688048214
FELIX1053_VENOUS,pancreas_tumor,2,2,"(336.0, 305.5, 726.0)",2.9542350655280893,2.080738911307376
FELIX1054_ARTERIAL,colon_tumor,1,1,"(402.54931836407377, 280.682437850842, 459.71932638332)",9.630149582721849,5.703205497631207
FELIX1054_ARTERIAL,liver_tumor,1,1,"(77.92337164750958, 250.5977011494253, 740.2988505747127)",5.717739753038105,3.386182583504039
FELIX1054_VENOUS,liver_tumor,2,1,"(77.84313725490196, 260.1111111111111, 390.8627450980392)",4.785287391016279,2.833961936079888
FELIX1054_VENOUS,liver_tumor,2,2,"(115.9812030075188, 200.94172932330827, 357.39473684210526)",9.133938668379978,5.4093374958572085
FELIX1054_VENOUS,pancreas_tumor,1,1,"(212.22779519331243, 227.71577847439917, 299.3573667711599)",8.816878601047582,5.221566921417352
FELIX1055_ARTERIAL,colon_tumor,1,1,"(128.63253012048193, 245.87831325301204, 384.733734939759)",10.59368148682199,6.98894177451109
FELIX1055_ARTERIAL,liver_tumor,6,1,"(150.96666666666667, 303.03333333333336, 795.85)",5.560083268891276,3.668139189955182
FELIX1055_ARTERIAL,liver_tumor,6,2,"(186.91379310344828, 297.59655172413795, 839.6068965517242)",10.76119822274834,7.09945715248444
FELIX1055_ARTERIAL,liver_tumor,6,3,"(195.73076923076923, 300.4230769230769, 895.8461538461538)",6.678957173048376,4.406290943800268
FELIX1055_ARTERIAL,liver_tumor,6,4,"(234.13333333333333, 256.3, 862.4)",9.507608651323624,6.272429783885504
FELIX1055_ARTERIAL,liver_tumor,6,5,"(251.78571428571428, 240.35714285714286, 848.5714285714286)",4.936820184470645,3.256955465710068
FELIX1055_ARTERIAL,liver_tumor,6,6,"(265.1818181818182, 231.88636363636363, 837.1704545454545)",12.084382120034334,7.972397803626925
FELIX1055_ARTERIAL,pancreas_tumor,1,1,"(247.95924764890282, 248.1833855799373, 755.5297805642633)",7.7022529058266755,5.081387160671581
FELIX1055_VENOUS,liver_tumor,1,1,"(291.010101010101, 232.8939393939394, 432.8484848484849)",5.214739422874486,3.266672564501252
FELIX1056_VENOUS,liver_tumor,1,1,"(233.76, 136.61714285714285, 251.9142857142857)",5.0044562629624,2.731631799536184
FELIX1057_ARTERIAL,colon_tumor,1,1,"(408.07709251101323, 304.32819383259914, 701.1211453744494)",10.915647349725,7.139350547045371
FELIX1057_ARTERIAL,liver_tumor,10,1,"(136.83290707587383, 240.43691389599317, 794.7608695652174)",14.978335344492324,9.796540984646628
FELIX1057_ARTERIAL,liver_tumor,10,2,"(152.67391304347825, 270.2391304347826, 668.2173913043479)",5.08881687589421,3.328327343558267
FELIX1057_ARTERIAL,liver_tumor,10,3,"(198.72727272727272, 339.6818181818182, 739.5)",7.231396743301494,4.729676091678823
FELIX1057_ARTERIAL,liver_tumor,10,4,"(210.44724220623502, 274.56394884092725, 650.2374100719425)",16.843392186840994,11.016376525415373
FELIX1057_ARTERIAL,liver_tumor,10,5,"(239.38235294117646, 233.3235294117647, 802.1029411764706)",10.533780553459016,6.889591569545179
FELIX1057_ARTERIAL,liver_tumor,10,6,"(258.37951807228916, 216.8855421686747, 790.0120481927711)",11.85103433524017,7.75113795394663
FELIX1057_ARTERIAL,liver_tumor,10,7,"(266.5, 208.5, 780.0)",2.9542350655280893,1.9322097036883423
FELIX1057_ARTERIAL,liver_tumor,10,8,"(275.3510638297872, 198.39361702127658, 715.5957446808511)",13.91255294618726,9.099468799682509
FELIX1057_ARTERIAL,liver_tumor,10,9,"(289.93225806451613, 223.26129032258063, 789.0967741935484)",16.96702396885685,11.09723756849307
FELIX1057_ARTERIAL,liver_tumor,10,10,"(284.1825396825397, 194.94444444444446, 742.1904761904761)",12.93812901320822,8.462149379580204
FELIX1057_ARTERIAL,pancreas_tumor,1,1,"(372.8872832369942, 308.2384393063584, 687.7565028901735)",19.9412743039129,13.042538206770582
FELIX1057_VENOUS,hepatic_vessel_tumor,3,1,"(227.34848484848484, 234.4090909090909, 440.6060606060606)",3.979590992379178,2.404184233117798
FELIX1057_VENOUS,hepatic_vessel_tumor,3,2,"(240.5, 234.25, 441.625)",3.126370567187088,1.88872947971498
FELIX1057_VENOUS,hepatic_vessel_tumor,3,3,"(268.0, 194.5, 360.5)",3.36778060192126,2.034572155591912
FELIX1057_VENOUS,liver_tumor,7,1,"(114.43727302740179, 239.38213931990757, 437.354737537141)",16.31000039174089,9.853335646567466
FELIX1057_VENOUS,liver_tumor,7,2,"(160.92712550607288, 202.59109311740892, 428.90283400809716)",7.0727210779566745,4.272832191405058
FELIX1057_VENOUS,liver_tumor,7,3,"(182.5783385909569, 353.35751840168246, 381.70347003154575)",12.689508637491643,7.666093488172895
FELIX1057_VENOUS,liver_tumor,7,4,"(198.78996655518395, 278.95652173913044, 291.23491638795986)",19.254290782587667,11.632065307215871
FELIX1057_VENOUS,liver_tumor,7,5,"(222.65340406719716, 165.62776304155614, 315.85145888594167)",20.083146213565065,12.132800473846292
FELIX1057_VENOUS,liver_tumor,7,6,"(232.3965744400527, 231.4822134387352, 442.14229249011856)",14.83002525324296,8.959240524682633
FELIX1057_VENOUS,liver_tumor,7,7,"(270.65482233502536, 192.3451776649746, 356.89340101522845)",14.362809119293034,8.676981954680915
FELIX1057_VENOUS,pancreas_tumor,1,1,"(388.68899815611553, 323.49108789182543, 340.24462200368777)",10.52301201134469,6.357251187629983
FELIX1058_ARTERIAL,liver_tumor,2,1,"(141.4927536231884, 241.5072463768116, 733.5217391304348)",3.669671976315757,2.487090085566234
FELIX1058_ARTERIAL,liver_tumor,2,2,"(271.8692307692308, 190.85384615384615, 800.123076923077)",7.194688513426352,4.876141133585688
FELIX1058_VENOUS,pancreas_tumor,1,1,"(340.83560090702946, 265.234693877551, 315.5)",10.810449244037024,7.302492813597389
FELIX1059_VENOUS,liver_tumor,1,1,"(187.9927536231884, 172.57246376811594, 358.82608695652175)",5.825241155581853,3.836465054245313
FELIX1059_VENOUS,pancreas_tumor,1,1,"(329.453125, 331.78125, 347.4140625)",9.018013214294612,5.939203482110258
FELIX1060_VENOUS,liver_tumor,1,1,"(105.83582089552239, 244.52985074626866, 428.14925373134326)",4.57838680503904,3.3045410826345503
FELIX1060_VENOUS,pancreas_tumor,1,1,"(250.29102167182663, 229.92260061919504, 322.7879256965944)",7.7343126006612195,5.582392843412262
FELIX1061_ARTERIAL,liver_tumor,16,1,"(97.90517241379311, 265.7758620689655, 273.0431034482759)",4.802600448448948,2.6986883867907814
FELIX1061_ARTERIAL,liver_tumor,16,2,"(116.1939461883408, 196.52914798206277, 197.69955156950672)",9.479354075655632,5.32666063580443
FELIX1061_ARTERIAL,liver_tumor,16,3,"(118.9856801909308, 235.22951471758154, 293.0986475735879)",12.165574975324835,6.836108116207093
FELIX1061_ARTERIAL,liver_tumor,16,4,"(125.5, 257.1666666666667, 325.1666666666667)",3.855146420814098,2.166292821337883
FELIX1061_ARTERIAL,liver_tumor,16,5,"(130.1618743343983, 267.65921192758253, 344.54419595314164)",11.038483456896715,6.2027702351400364
FELIX1061_ARTERIAL,liver_tumor,16,6,"(140.31296735363853, 324.6950574503009, 438.09319715484224)",20.925502324824453,11.758506816865289
FELIX1061_ARTERIAL,liver_tumor,16,7,"(128.0, 261.0, 330.0)",3.7221029453964,2.0915327229491063
FELIX1061_ARTERIAL,liver_tumor,16,8,"(146.7377393552557, 278.22873071018824, 423.45754221539954)",29.84854027178237,16.77256100288983
FELIX1061_ARTERIAL,liver_tumor,16,9,"(157.5, 170.0, 281.5)",4.570781497340832,2.568424143927201
FELIX1061_ARTERIAL,liver_tumor,16,10,"(164.44955752212388, 173.27522123893806, 290.283185840708)",14.370134723839948,8.074899445022625
FELIX1061_ARTERIAL,liver_tumor,16,11,"(168.74139250191277, 180.67023718439174, 384.1759755164499)",15.528258116381751,8.725674828790536
FELIX1061_ARTERIAL,liver_tumor,16,12,"(184.8929712460064, 194.15654952076676, 423.1309904153355)",12.477943804183573,7.011635133264855
FELIX1061_ARTERIAL,liver_tumor,16,13,"(209.0, 214.10714285714286, 486.00210084033614)",14.70817510364742,8.264851879551589
FELIX1061_ARTERIAL,liver_tumor,16,14,"(216.0, 215.0, 495.0)",5.441747517896713,3.057839390977921
FELIX1061_ARTERIAL,liver_tumor,16,15,"(233.29493670886075, 203.16455696202533, 511.5113924050633)",14.450609156078391,8.120119824699557
FELIX1061_ARTERIAL,liver_tumor,16,16,"(273.08810818346575, 209.1132022863516, 515.7540777917189)",30.76241176025321,17.286085790018845
FELIX1061_VENOUS,liver_tumor,1,1,"(112.32705882352941, 209.07450980392156, 217.41294117647058)",8.475211086774914,4.855067787859634
FELIX1062_ARTERIAL,kidney_tumor,2,1,"(386.6985842026826, 378.8375558867362, 326.79061102831594)",8.621138736303212,4.716498946431889
FELIX1062_ARTERIAL,kidney_tumor,2,2,"(385.0, 388.0, 321.0)",3.182353253841166,1.741018933579084
FELIX1062_ARTERIAL,liver_tumor,9,1,"(125.23922734026746, 221.6329866270431, 323.9286775631501)",7.840598886302766,4.289477007361016
FELIX1062_ARTERIAL,liver_tumor,9,2,"(159.34163701067615, 265.5943060498221, 372.48042704626334)",7.383398692837295,4.039349466586395
FELIX1062_ARTERIAL,liver_tumor,9,3,"(183.55782836050446, 257.651491848662, 427.97431559520146)",24.084277458047065,13.17615604283405
FELIX1062_ARTERIAL,liver_tumor,9,4,"(167.90625, 264.28125, 386.11875)",7.710292841628196,4.21818847562294
FELIX1062_ARTERIAL,liver_tumor,9,5,"(165.0, 149.0, 282.0)",3.182353253841166,1.741018933579084
FELIX1062_ARTERIAL,liver_tumor,9,6,"(173.18503937007873, 153.6259842519685, 286.8307086614173)",10.296094914909862,5.632842980944594
FELIX1062_ARTERIAL,liver_tumor,9,7,"(179.3, 265.25, 398.89285714285717)",8.886953484860271,4.8619223086886745
FELIX1062_ARTERIAL,liver_tumor,9,8,"(259.30577849117174, 187.116974317817, 396.63563402889247)",30.565644338101617,16.72201709393739
FELIX1062_ARTERIAL,liver_tumor,9,9,"(280.8030303030303, 213.86174242424244, 429.967803030303)",21.69419022990448,11.868574267592992
FELIX1063_ARTERIAL,colon_tumor,3,1,"(120.68732970027249, 248.54700272479565, 214.68801089918256)",10.168406517580468,6.021974160947872
FELIX1063_ARTERIAL,colon_tumor,3,2,"(449.26269137792104, 256.78404512489925, 367.85414987912975)",12.113737009752905,7.174045524156304
FELIX1063_ARTERIAL,colon_tumor,3,3,"(455.45293072824154, 299.54351687388987, 320.7708703374778)",10.655015806785867,6.310155850085276
FELIX1063_ARTERIAL,liver_tumor,1,1,"(129.07734806629836, 244.91160220994476, 389.8839779005525)",5.061008578295873,2.9972506345158614
FELIX1063_VENOUS,colon_tumor,1,1,"(462.1991809381981, 287.23957557706626, 267.1909903201787)",15.66953888520506,9.204735439980125
FELIX1063_VENOUS,kidney_tumor,11,1,"(403.8993902439024, 327.7439024390244, 141.90548780487805)",7.774017159882491,4.566680091023467
FELIX1063_VENOUS,kidney_tumor,11,2,"(394.5, 325.0, 135.0)",3.502632974822208,2.057546818243022
FELIX1063_VENOUS,kidney_tumor,11,3,"(409.5, 341.1111111111111, 151.33333333333334)",4.009513852715927,2.3553031475630792
FELIX1063_VENOUS,kidney_tumor,11,4,"(412.0, 335.6666666666667, 151.25)",5.368201373637897,3.153435068821943
FELIX1063_VENOUS,kidney_tumor,11,5,"(412.0, 341.5, 156.0)",3.110001834980228,1.8269040536907348
FELIX1063_VENOUS,kidney_tumor,11,6,"(412.0, 343.5, 159.0)",3.2515564208357337,1.9100572672384628
FELIX1063_VENOUS,kidney_tumor,11,7,"(412.0, 346.0, 162.0)",3.871143062226448,2.27402018650038
FELIX1063_VENOUS,kidney_tumor,11,8,"(412.0, 348.5, 165.0)",3.502632974822208,2.057546818243022
FELIX1063_VENOUS,kidney_tumor,11,9,"(414.5, 327.0, 153.0)",4.795690222432051,2.8171256393042725
FELIX1063_VENOUS,kidney_tumor,11,10,"(414.5, 340.6666666666667, 160.0)",7.1201267897377285,4.182566180076402
FELIX1063_VENOUS,kidney_tumor,11,11,"(416.5, 338.0, 162.0)",4.5323697527513565,2.6624436619277327
